,text,label,text_uncleaned
2185,bersamasama kita gerakkan roda perubahan dengan memilih pasangan ganjar pranowo dan mahfud md sebagai pilihan hati nurani kita #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,Bersama-sama kita gerakkan roda perubahan dengan memilih Pasangan Ganjar Pranowo dan Mahfud MD sebagai pilihan hati nurani kita. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/PenuUERW8F
2186,lhaa prabowo cawapresnya aja botol plastik ga ramah lingkungan,Sosial Budaya,@zgtUZ0bMBayTcss/hhhCiOFOR57fEOcUUzqKtjFgUNw= Lhaa prabowo cawapresnya aja botol plastik. Ga ramah lingkungan
2187,jangan sampai nkri ini hancur ditangan anies sang pembuat kerusakan lawan prabowo menlu retno cebokin paslon el chudai marvel el chef,Politik,"RT Jangan Sampai NKRI ini Hancur ditangan Anies Sang Pembuat Kerusakan, Lawan..!! Prabowo Menlu Retno Cebokin Paslon 1 El Chudai Marvel El Chef https://t.co/94YW7PH86v [RE DesyandiElvira]"
2188,kapitalisme neoliberal tak cocok untuk indonesia kata prabowo antara kalimantan tengah #menangseputaran,Ideologi,"RT Kapitalisme neoliberal tak cocok untuk Indonesia, kata Prabowo - ANTARA Kalimantan Tengah https://t.co/JkX9iUSArj #MenangSeputaran [RE ChairudinN6548]"
2189,perhatikan rekam jejak penyokongpi agar jangan kepilih yang salah justru yang radikal #nazarpemilu anies bubble desak anies cak imin,Politik,"Perhatikan rekam jejak penyokongpi, agar jangan kepilih yang salah justru yang radikal @8Yq0sKJ7XfkQNeFT+OBeTqY2hG3bOzcKyP29GtsfaOE= #nazarpemilu anies bubble desak anies cak imin https://t.co/WPOlZPLeK2 https://t.co/9SLJ2GYgrJ"
2190,cukup liat track recordnya ganjar pranowo dan mahfud md udah yakin banget deh #ganjar pranowo dan mahfud mdmahfudrebound #ganjar pranowo dan mahfud mdpranowopilihanumat #jnk,Politik,"Cukup liat track record-nya Ganjar Pranowo dan Mahfud MD, udah yakin banget deh. #Ganjar Pranowo dan Mahfud MDMahfudRebound #Ganjar Pranowo dan Mahfud MDPranowoPilihanUmat #JNK https://t.co/6fV1542VVW"
2191,sudirman said banyak pihak memprediksi indonesia akan dipimpin anies baswedan,Politik,RT Sudirman Said: Banyak Pihak Memprediksi Indonesia Akan Dipimpin Anies Baswedan https://t.co/NPCWiv9rtF [RE geloraco]
2192,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,Ekonomi,"RT Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â­ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â­ [RE chocolatyaa]"
2193,ganjar memperjuangkan inovasi dan transformasi untuk menghadirkan solusi berbasis teknologi serta memajukan sektor pendidikan kesehatan dan ekonomi di tingkat daerah#ganjarmahfud2024 #subang subang,Politik,"Ganjar memperjuangkan inovasi dan transformasi untuk menghadirkan solusi berbasis teknologi serta memajukan sektor pendidikan, kesehatan, dan ekonomi di tingkat daerah.#GanjarMahfud2024 #Subang Subang https://t.co/w2olEBfqNA"
2194,yups setuju mulut busuk ahog yg menyebabkan masalah tapi playing victim menyalahkan pak anies salah satu contoh ahokers yang nggk sembuh sakit hatinya,Sumber Daya Alam,"Yups setuju.. mulut busuk ahog yg menyebabkan masalah, tapi playing victim menyalahkan Pak Anies.. salah satu contoh Ahokers yang nggk sembuh2 sakit hatinya.."
2195,kehadiran pak anies baswedan mengubah model kampanye yang usang menjadi kampanye yang penuh gagasan setuju banget bang,Politik,RT Kehadiran pak Anies Baswedan mengubah model kampanye yang usang menjadi kampanye yang penuh gagasanÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â Setuju banget bang @sYeZdiCZeBEUdPLvkEPb0Pq/+pxjK3u/ClA5mwP+xRQ= https://t.co/3LFYoy9pdJ [RE Mdy_Asmara1701]
2196,yang sependirian anies layak jadi presiden ri ke silahkan retweet,Sumber Daya Alam,"RT Yang sependirian Anies layak jadi presiden RI ke 8, silahkan retweet ÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚ÂÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚Â https://t.co/nfQ4D8T96Q [RE ekowboy2]"
2197,bu khofifah balas cak imin soal ragukan kenuan nya usai dukung paslon nomor urut dua prabowo subianto dan gibran rakabuming raka #cakimindislepetkhofifah,Politik,RT Bu Khofifah balas Cak Imin soal ragukan keNUan nya usai dukung Paslon nomor urut Dua Prabowo Subianto dan Gibran Rakabuming Raka #CakIminDislepetKhofifah https://t.co/y0rHW5F9vG [RE nur_albi90]
2198,bro kalo lo mau pilihan yang beda buat pilpres pilih ganjar pranowo mahfud md dia janjiin dilaut kita jaya nelayan sejahtera asyik deh#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"RT Bro, kalo lo mau pilihan yang beda buat Pilpres 2024, pilih Ganjar Pranowo - Mahfud MD. Dia janjiin Dilaut Kita Jaya, Nelayan Sejahtera. Asyik, deh!#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/6wGEXjBYJk [RE jttts84589488]"
2199,tanggapan serius ganjar atas tindakan penganiayaan yang menimpa relawan ganjarmahfud di boyolali jawa tengah ganjar saya kira oknum tni yang aniaya mengerti aturan kalau tidak mengerti pecat saja #ganjarmahfud2024 #l3bihbaik,Pertahanan dan Keamanan,"RT Tanggapan serius Ganjar atas tindakan penganiayaan yang menimpa relawan Ganjar-Mahfud di Boyolali, Jawa Tengah. ""Ganjar: Saya Kira Oknum TNI yang Aniaya Mengerti aturan, Kalau Tidak Mengerti Pecat Saja"" @dWXS8AqY5MDy3N02DB/XBb/bPvnkjebQUpvFHmNYnds= #GanjarMahfud2024 #L3bihbaik https://t.co/FgVMJyU4Cy https://t.co/jkTwMZIEVv [RE denni_sauya]"
2200,nelayan indonesia nggak bisa terus terjebak dalam utang yang nggak kelarkelar ganjar pranowo mahfud md barengbareng kita buka pintu kebebasan #nelayankebebasan #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Nelayan Indonesia nggak bisa terus terjebak dalam utang yang nggak kelar-kelar. Ganjar Pranowo, Mahfud MD, bareng-bareng kita buka pintu kebebasan! #NelayanKebebasan #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat"
2201,abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup #aminajadulu,Sosial Budaya,RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2]
2202,waktu bertemu mas saya sdh sampaikan abah anies jadilah bapak utk anakanak indonesia yg saat ini kehilangan role model seorang bapak yg bisa jadi contoh berjalan jangan hanya jadi abah buat tia dan adiknya tapi buat semua anak indonesia #abahswedan,Sosial Budaya,"RT Waktu bertemu mas @Uq+o8ZK4Zf8bx2/kG+M7Lwwp3WOSuCrogTyKfdq7FyI= saya sdh sampaikan Abah Anies jadilah Bapak utk anak-anak Indonesia, yg saat ini kehilangan role model seorang Bapak yg bisa jadi CONTOH berjalan. Jangan hanya jadi Abah buat Tia dan adik2nya, tapi buat semua anak Indonesia #Abahswedan https://t.co/4MLnnOr0Y2 [RE DokterTifa]"
2203,dalam visinya ganjar pranowo dan mahfud md berupaya mendorong perubahan kebijakan yang memastikan kesetaraan gender di lingkungan kerja melalui peran legislasi yang kuat#ganjarmahfudrebound #jnk,Politik,"Dalam visinya, Ganjar Pranowo dan Mahfud MD berupaya mendorong perubahan kebijakan yang memastikan kesetaraan gender di lingkungan kerja melalui peran legislasi yang kuat.#GanjarMahfudRebound #JNK https://t.co/DNV3weK3hd"
2204,calon presiden ri no urut ganjar pranowo tegas konstitusi atau aturan dasar negara harus dijaga bersamasama#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi,Calon Presiden RI No Urut 3 Ganjar Pranowo tegas: Konstitusi atau aturan dasar negara harus dijaga bersama-sama.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/2IW5dcbSFa
2205,anies baswedan berkunjung ke kediaman raja dangdut yang juga politikus partai islam damai aman idaman rhoma irama ada apa #newsupdate #update #news #text,Politik,"RT Anies Baswedan berkunjung ke kediaman raja dangdut yang juga politikus partai Islam Damai Aman (Idaman), Rhoma Irama. Ada apa? #newsupdate #update #news #text https://t.co/ZFMNTZYFbr [RE kumparan]"
2206,abah anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup #aminajadulu,Sosial Budaya,RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2]
2207,pastikan kamu sekeluarga datang ke tempat pemungutan suara tps menangkang ganjar pranowo dan mahfud md coblos nomor pada febuari untuk indonesia unggul bersama ganjarmahfud #pdiperjuangan #ganjaruntuksemua #ganjarpresiden #menangkanganjar #nomor3pilihanku #ganjarmahfud2024 #ganjarsatset #mahfudtastes,Politik,RT Pastikan kamu sekeluarga datang ke Tempat Pemungutan Suara (TPS) menangkang Ganjar Pranowo dan Mahfud MD. Coblos Nomor 3 pada 14 Febuari 2024 untuk Indonesia Unggul bersama Ganjar-Mahfud. #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #Nomor3Pilihanku #GanjarMahfud2024 #GanjarSatSet #MahfudTasTes [RE PDI_Perjuangan]
2208,#pilpresindonesia2024 pilihanku sudah jelas dukunglah ganjar pranowo pemimpin yang teruji dan terpercaya #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi,"#PilpresIndonesia2024 pilihanku sudah jelas ! Dukunglah Ganjar Pranowo, pemimpin yang teruji dan terpercaya. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/LPrR09uh5R"
2209,capres cawapres ganjar pranowo mahfud md mahfud md serius banget nih bakal libatkan perguruan tinggi buat bikin programprogram yang oke di berbagai sektor #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Politik,Capres Cawapres Ganjar Pranowo - Mahfud MD - Mahfud MD serius banget nih! Bakal libatkan perguruan tinggi buat bikin program-program yang oke di berbagai sektor. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK
2210,keberhasilan prtahanan dan kemakmuran ekonomi di tangan ganjarmahfud akan membuktikan bahwa mereka adalah pemimpin terbaik #ganjarmahfud2024 #dulujokowisekarangganjar #coblos3,Politik,Keberhasilan P3rtahanan dan kemakmuran ekonomi di tangan Ganjar-Mahfud akan membuktikan bahwa mereka adalah pemimpin terbaik @DHX0+dX1rm1Fp+RN2kS72YZ/jq3o8epgtgsyj1DmtIw= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/sau91MF9eC
2211,pak anies tiba massa tidak terkendalimomen pak anies silahturahmi dengan tokoh masyarakat ambon dan di sambut puluhan ribu masyarakat ambon maluku senin januari,Sosial Budaya,RT Pak Anies tiba massa tidak terkendali...Momen pak Anies Silahturahmi dengan tokoh masyarakat Ambon dan di sambut puluhan ribu Masyarakat Ambon Maluku Senin 15 Januari 2024 https://t.co/Y06EW6Q3J7 [RE Yurissa_Samosir]
2212,apa yg prabowo blg tentang gaza cuma tunjukin dia tuh tone deaf and its really disgusting dia ga peduli tentang genosida samsek masa sih dia lupa kalau palestine under occupation selama thn lebih military checkpoints illegal settlements dll kacau deh,Sosial Budaya,"RT apa yg prabowo blg tentang gaza cuma tunjukin dia tuh tone deaf and it's really disgusting. dia ga peduli tentang genosida samsek ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â·ÃƒÂ°Ã‚Å¸Ã‚ÂÃ‚Â»ÃƒÂ¢Ã‚â‚¬Ã‚ÂÃƒÂ¢Ã‚â„¢Ã‚â‚¬ÃƒÂ¯Ã‚Â¸Ã‚Â masa sih dia lupa kalau palestine under occupation selama 75 thn lebih? military checkpoints, illegal settlements, dll? kacau deh [RE sczeve]"
2213,petani seindonesia dukung usut tuntas food estate nanem singkong tumbuh jagung petani seindonesia akan memilih anies muhaimin jadi presiden wakil presiden amin amin aamiin,Sumber Daya Alam,"@veTDkz9RX7Cl9iEAdArY0F024qLl2aHCwJviEkOY9LI= Petani se-Indonesia dukung usut tuntas food estate, nanem singkong tumbuh jagung Petani se-Indonesia akan memilih Anies - Muhaimin jadi Presiden &amp; Wakil Presiden. AMIN, AMIN, AAMIIN"
2214,siap mendukung pak prabowo biar tidak ada korupsi lagi di negeri ini #prabowoterpercayalawankorupsi,Politik,@JkjAv+IpIDkqPPd41Jljs10cc4gQH6LfF856zxGB018= Siap mendukung Pak Prabowo biar tidak ada korupsi lagi di negeri ini #PrabowoTerpercayaLawanKorupsi
2215,prabowo punya tanggung jawab masalah pertahanan negara wajar aja orang pertanyakan kinerjanya sebagai menhan,Pertahanan dan Keamanan,"@yUc3Oa/SCWk/PSado1EYd9qZGuJjohbGi4Ltqeph9RE= @rCVnNQ89G0zyF1JhlkTkSrEQ7+r6JREJho9sXkt5avY= @TiZZ1uH/xamTpVZfFPoqowaDDSETMvbVIl/OTw93wDs= Prabowo punya tanggung jawab masalah pertahanan negara, wajar aja orang pertanyakan kinerjanya sebagai menhan."
2216,berdayakan wong cilik dan umkm ganjar mahfud canangkan pertumbuhan ekonomi menuju indonesia unggul #programunggulanganjar,Ekonomi,"Berdayakan wong cilik dan UMKM , Ganjar Mahfud canangkan pertumbuhan ekonomi 7% menuju Indonesia Unggul #ProgramUnggulanGanjar https://t.co/zLMP7idZrG"
2217,melalui #ganjarmahfudrebound ganjar pranowo dan mahfud md membawa semangat kebersamaan untuk menciptakan lingkungan yang kondusif bagi pembangunan berkelanjutan#jnk,Politik,"Melalui #GanjarMahfudRebound, Ganjar Pranowo dan Mahfud MD membawa semangat kebersamaan untuk menciptakan lingkungan yang kondusif bagi pembangunan berkelanjutan.#JNK https://t.co/nGTz4Zya00"
2218,pedagang bakso di bekasi dukung programprogram pak prabowo lho apalagi yang terkait pemenuhan gizi anak seperti makan siang dan susu gratis #prabowo #gibran #prabowogibran #bekasi #tukangbakso #abangtukangbakso #makansiangdansusugratis #gizianak #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo,Politik,RT Pedagang bakso di bekasi dukung program-program Pak Prabowo lho. Apalagi yang terkait pemenuhan gizi anak seperti makan siang dan susu gratis. #prabowo #gibran #prabowogibran #bekasi #tukangbakso #abangtukangbakso #makansiangdansusugratis #gizianak #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo [RE dekade_08]
2219,fyi bro and sis gua demen banget denger cerita indah ngebangun kerjasama barunya aseanchina dari mulut si ktp angin anies desak anies abah anies anies bubble #ganjarmahfud2082,Politik,FYI bro and sis! Gua demen banget denger cerita indah ngebangun kerjasama barunya ASEAN-China dari mulut Si KTP Angin @19xFIpJwzbPAPPNzKxiO3xOKias9LjNk0BFueXTFdSo= Anies Desak Anies Abah Anies Anies bubble #GanjarMahfud2082 https://t.co/wb8NXirEru https://t.co/MCRJUtJDb1
2220,ganjar pranowo pembela pekerja migran kesejahteraan mereka bukan hanya impian tapi sebuah kenyataan yang terus diperjuangkan #ganjarpembela #ganjarpranowopilihanumat #ganjarmahfudrebound #jnk,Politik,"Ganjar Pranowo pembela pekerja migran! Kesejahteraan mereka bukan hanya impian, tapi sebuah kenyataan yang terus diperjuangkan. #GanjarPembela #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/uGcYeqWheN"
2221,pak prabowo memang menunjukkan dedikasinya terhadap nilainilai pancasila #prabowopancasilais,Ideologi,@NoScc6mBVLb6+libRJXLl7wcoRI0AyjHsrxIUels0Ig= Pak Prabowo memang menunjukkan dedikasinya terhadap nilai-nilai Pancasila. #PrabowoPancasilais
2222,program pemutihan kredit macet untuk petani nelayan kecil dari ganjar pranowo mahfud md jelas akan meringankan beban para petani nelayan sehingga para petani nelayan bisa lebih produktif lagi dan tentunya mendapatkan kesejahteraan yg lebih baik #rembuganjar,Ekonomi,Program Pemutihan Kredit Macet untuk Petani &amp; Nelayan Kecil dari Ganjar Pranowo - Mahfud MD jelas akan meringankan beban para petani &amp; nelayan sehingga para petani &amp; nelayan bisa lebih produktif lagi dan tentunya mendapatkan kesejahteraan yg lebih baik. #RembuGanjar https://t.co/2W7CwNlo8u
2223,pak anies baswedan paham sejarah layak dipilih menjadi presiden ri pilih amin dan pks,Politik,RT Pak Anies Baswedan paham sejarah Layak dipilih menjadi Presiden RI 2024 pilih AMIN dan PKS https://t.co/mv5yvWBMcO [RE arwidodo]
2224,dih bang fahri hamzah lagi ngomongin pak jokowi dan pak prabowo,Politik,RT @vV/LHxtkaPfO9vrUFzfzK6hERYGXCuR3oCB/wwCecKc= Dih bang Fahri Hamzah lagi ngomongin pak Jokowi dan pak Prabowo ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€š https://t.co/1ZTFnZXduN [RE DS_yantie]
2225,minggu spesial bisa menemani pak dan mas dalam debat keempat calon wakil presiden salut dengan mas gibran yang selalu memiliki gagasan untuk melanjutkan programprogram yang bisa memberikan manfaat besar generasi muda indonesia termasuk hilirisasi sumber daya alam dan juga ekonomi hijau oke gas,Sumber Daya Alam,RT Minggu spesial bisa menemani Pak @DyRnIAaWZCIXuQQW+QE+gMgSSB/4TXvfBelKPvRgpWk= dan Mas @z2jUbDksKO1Rgq/JFO0JUdFTTqhyZZiR34kchDyyPFo= dalam Debat Keempat Calon Wakil Presiden. Salut dengan Mas Gibran yang selalu memiliki gagasan untuk melanjutkan program-program yang bisa memberikan manfaat besar generasi muda Indonesia. Termasuk hilirisasi Sumber Daya Alam dan juga ekonomi hijau. Oke Gas! ÃƒÂ¢Ã‚Å“Ã‚Å’ÃƒÂ¯Ã‚Â¸Ã‚Â [RE erickthohir]
2226,food estate akan panen yang benar aja rugi dong kita oleh arif hidayat tkn prabowogibran masih kekeh bilang food estate berhasil mereka sampai mengutarakan food estate di kalteng akan panan jagung dan singkong proyek food estate di kalteng sendiri pertama kali di serahkan kepada prabowo dari pembukaan lahan hingga panen dia memulai program nasional tersebut sejak tahun dengan membuka lahan hutan karet seluas karena tidak membuahkan hasil akhir tahun baru jokowi perintahkan kementerian pertanian untuk mengelola ternyata kementan menanam jagung dan singkong seluas di dalam polybag pertama sudah tahun tetapi hasil food estate tidak ada padahal jagung maupun singkong hanya membutuhkan beberapa bulan untuk bisa dipetik hasil panennya bukan menunggu sampai bertahuntahun selama tahun terakhir apa yang didapatkan dalam program ketahanan pangan tersebut kedua soal luas lahan food estate di kalteng luasnya hanya mau panen kirakira berapa persen dari lahan penanaman awal yah itu pun kalau mau panen sebab masih banyak faktor yang menyebabkan gagal panen antara lain hujan terusmenerus yang membuat genangan hama kekurangan nutrisi akibat ditanam dalam polybag hingga angin kencang syukur jika berhasil panen kalau gagal lagi namanya tanda alam ketiga penanggung jawab food estate di kalteng sudah berganti penanggung jawabannya jika adanya pergantian tersebut berarti gagal total dalam pengelolaan dulu beralasan wajar gagal pertama terus tidak mendapatkan izin dari salah satu menteri sekarang dengan alasan menhan tidak dapat anggaran untuk program tersebut jadi yang benar mana alasan kok bisa berubahubah setiap waktu jika tidak menerima anggaran tidak mendapatkan izin kenapa proyek food estate sudah membuka hutan seluas dan menjalankan dengan hasil gagal total pertanyaannya pakai uang siapa serta kenapa izin dilanggar eh jika tidak diberikan izin sekaligus tetap diterobos berarti ilegal terakhir soal penggunaan polybag katanya mau melakukan ketahanan pangan dan menjaga kelestarian alam tapi kenapa penanaman jagung dan singkong menggunakan polybag padahal penanaman langsung ke tanah dari pada polybag lebih bagus ke tanah langsung apalagi penggunaan polybag merusak lingkungan sebab sangat sulit terurai dan kalaupun dibakar membuat polusi udara terlebih lagi gibran pernah menyinggung cak imin memakai botol plastik nyatanya air kemasan tersebut disediakan oleh panitia berarti gibran menggunakan standar ganda dalam penilaian plastik terlepas dari debat semalam food estate yang dijalankan kementan di kalteng dilakukan dengan penanaman di polybag berarti mereka membeli tanah polybag penggunaan transportasi tenaga kerja yang banyak hingga perawatan tanaman pada umumnya jadi biaya untuk program ketahanan pangan tersebut jauh lebih besar dari pada pertanian pada normalnya terlebih lagi petani jagung maupun singkong hanya mendapatkan keuntungan sedikit jika petani lokal menghasilkan laba sedikit bagaimana dengan proyek food estate entah untung atau tidak proyek food estate di kalteng pastinya program penanaman jagung dengan polybag di kalteng jelas membutuhkan biaya tinggi sekaligus membuang polybag sangat banyak yah jika dihitunghitung untuk kembalikan semua modal tidak cukup proyek food estate dijalankan kembali untuk menutupi kegagalan menhan yang benar saja rugi dong kita,Politik,"RT Food Estate 600H Akan Panen 13H: Yang Benar Aja, Rugi Dong Kita Oleh : Arif Hidayat TKN Prabowo-Gibran masih kekeh bilang Food Estate berhasil. Mereka sampai mengutarakan Food Estate di Kalteng akan panan 8H Jagung dan 5H Singkong. Proyek Food Estate di Kalteng sendiri, pertama kali di serahkan kepada Prabowo. Dari pembukaan lahan hingga panen. Dia memulai program nasional tersebut sejak tahun 2020 dengan membuka lahan hutan karet seluas 600H. Karena tidak membuahkan hasil, akhir tahun 2023 baru Jokowi perintahkan Kementerian Pertanian untuk mengelola. Ternyata, Kementan menanam Jagung dan Singkong seluas 13H di dalam polybag. Pertama sudah 3 tahun, tetapi hasil Food Estate tidak ada. Padahal Jagung maupun Singkong hanya membutuhkan beberapa bulan untuk bisa dipetik hasil panennya, bukan menunggu sampai bertahun-tahun. Selama 3 tahun terakhir, apa yang didapatkan dalam program ketahanan pangan tersebut. Kedua soal luas lahan. Food Estate di Kalteng luasnya 600H hanya mau panen 13H. Kira-kira berapa persen dari lahan penanaman awal? Yah itu pun kalau mau panen 13H. Sebab masih banyak faktor yang menyebabkan gagal panen antara lain, hujan terus-menerus yang membuat genangan, hama, kekurangan nutrisi akibat ditanam dalam polybag, hingga angin kencang. Syukur jika berhasil panen, kalau gagal lagi namanya tanda alam. Ketiga, penanggung jawab Food Estate di Kalteng sudah berganti penanggung jawabannya. Jika adanya pergantian tersebut, berarti gagal total dalam pengelolaan. Dulu beralasan, wajar gagal pertama, terus tidak mendapatkan izin dari salah satu Menteri, sekarang dengan alasan Menhan tidak dapat anggaran untuk program tersebut. Jadi yang benar mana, alasan kok bisa berubah-ubah setiap waktu. Jika tidak menerima anggaran, tidak mendapatkan izin, kenapa proyek Food Estate sudah membuka hutan seluas 600H dan menjalankan dengan hasil gagal total. Pertanyaannya, pakai uang siapa serta kenapa izin dilanggar. Eh, jika tidak diberikan izin sekaligus tetap diterobos berarti ilegal? Terakhir soal penggunaan polybag. Katanya mau melakukan ketahanan pangan dan menjaga kelestarian alam. Tapi kenapa penanaman Jagung dan Singkong menggunakan polybag? Padahal penanaman langsung ke tanah dari pada polybag, lebih bagus ke tanah langsung. Apalagi penggunaan polybag merusak lingkungan. Sebab sangat sulit terurai dan kalaupun dibakar membuat polusi udara. Terlebih lagi, Gibran pernah menyinggung Cak Imin memakai botol plastik. Nyatanya air kemasan tersebut disediakan oleh panitia. Berarti Gibran menggunakan standar ganda dalam penilaian plastik. Terlepas dari debat semalam. Food Estate yang dijalankan Kementan di Kalteng dilakukan dengan penanaman di polybag. Berarti mereka membeli tanah, polybag, penggunaan transportasi, tenaga kerja yang banyak hingga perawatan tanaman pada umumnya. Jadi biaya untuk program ketahanan pangan tersebut jauh lebih besar dari pada pertanian pada normalnya. Terlebih lagi petani Jagung maupun Singkong hanya mendapatkan keuntungan sedikit. Jika petani lokal menghasilkan laba sedikit, bagaimana dengan proyek Food Estate. Entah untung atau tidak proyek Food Estate di Kalteng. Pastinya program penanaman Jagung dengan polybag di Kalteng jelas membutuhkan biaya tinggi sekaligus membuang polybag sangat banyak. Yah jika dihitung-hitung untuk kembalikan semua modal, tidak cukup. Proyek Food Estate dijalankan kembali untuk menutupi kegagalan Menhan, yang benar saja. Rugi dong kita. [RE Melihat_Indo]"
2227,ketika pak anies serius mengkritisi dan menyayangkan sistem pertahanan kita langsung browsing eh ternyata ada beritanya jadi menhan prabowo habiskan rp triliun dalam tahun kementerian pertahanan kena hack ri darurat siber,Pertahanan dan Keamanan,"RT Ketika Pak Anies serius mengkritisi dan menyayangkan sistem pertahanan kita. Langsung browsing, eh ternyata ada beritanya. ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â Jadi Menhan, Prabowo Habiskan Rp 700 Triliun dalam 5 Tahun Kementerian Pertahanan Kena Hack, RI Darurat Siber https://t.co/ZstCz8PTGQ [RE Muhammad_Saewad]"
2228,oke gas oke gas tambah torang gas full version prabowo gibran yeeaaa februari ga hanya menang tapi menang seputaran,Politik,"RT Oke gas oke gas tambah ÃƒÂ¢Ã‚Å“Ã‚Å’ÃƒÂ¯Ã‚Â¸Ã‚Â torang gas .. Full version Prabowo Gibran yeeaaa, 14 Februari 2024 ga hanya menang, tapi menang seputaran ÃƒÂ°Ã‚Å¸Ã‚â€™Ã‚â€¢ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€ž https://t.co/KInHeLj95J [RE NyaiiBubu]"
2229,ahok nahan diri ga ikut kampanye ganjar karena masih punya jabatan komisaris pertamina perusahaan bumn tapi eric tohir menteri bumn udah ga bisa nahan diri buat ga campaign prabowo gibran respect ahok,Politik,"RT Ahok nahan diri ga ikut kampanye Ganjar karena masih punya jabatan komisaris Pertamina Perusahaan BUMN. Tapi Eric Tohir menteri BUMN, udah ga bisa nahan diri buat ga campaign Prabowo Gibran. Respect ahok [RE legislatweet]"
2230,pak prabowo memang luar biasa ide untuk urusan begini ide untuk mendorong masyarakat untuk ikut serta menikmati uang korupsi ini salah satunya menikmati uang yang beliau sebut sebenarnya adalah uang mereka sendiri melalui tangan koruptor dari tangan maling seakan cara itu lebih baik daripada jika mereka nikmati uang mereka sendiri itu dari jalur yang sah atau bahkan dari kantong sendiri tanpa perantaraan bendahara negara lalu dilanjutkan jalannya melalui tangan koruptor pak prabowo memang tiada lawan untuk ide absurd begini,Ideologi,"RT Pak Prabowo memang luar biasa ide2 untuk urusan begini ide untuk mendorong masyarakat untuk ikut serta menikmati uang korupsi ini salah satunya Menikmati uang yang -beliau sebut- sebenarnya adalah uang mereka sendiri melalui tangan koruptor, dari tangan maling, Seakan cara itu LEBIH BAIK daripada jika mereka nikmati uang mereka sendiri itu dari jalur yang sah atau bahkan dari kantong sendiri tanpa perantaraan bendahara negara lalu dilanjutkan jalannya melalui tangan koruptor, ... ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â Pak Prabowo memang tiada lawan untuk ide2 absurd begini ... ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚ÂÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â¡ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â¡ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â¡ [RE Wicaksono_J]"
2231,tanahnya milik prabowo berapa triliun tuh,Sumber Daya Alam,@v334uXT3sS6EtlpzGjlyfqd0wBEiq7ZD6UDh9j3uEf4= Tanahnya milik prabowo berapa Triliun tuh
